                  objname , objtype ,     de2000 ,     al2000 ,        v ,      e_v ,     vopt ,   e_vopt ,     vrad ,   e_vrad ,     bt ,   e_bt ,  type ,  bar ,  ring ,  multiple , compactness ,     t ,   e_t ,   logd25 , e_logd25 ,   logr25 , e_logr25 ,     pa ,   incl ,    logdc ,    btc ,    itc ,   ubtc ,   bvtc ,   m21c ,    hic ,   mabs , agnclass ,     kt ,  e_kt ,     it ,   e_it ,     ut ,     vt ,   mfir ,  e_ut ,  e_vt ,</strong>
  NGC2366                     , G       ,   69.21496 ,    7.48169 ,      100 ,        1 ,      102 ,       14 ,      100 ,        2 ,  11.56 ,   0.15 , IB    , B    ,       ,           ,             ,   9.8 ,   0.6 ,     1.64 ,     0.02 ,     0.48 ,     0.03 ,   30.5 ,   90.0 ,     1.64 ,  10.52 ,        ,        ,   0.35 ,  11.12 ,   0.60 , -17.06 ,          ,        ,       ,        ,        ,        , 11.168 ,  11.96 ,       , 0.112 ,
  NGC4125                     , G       ,   65.17418 ,   12.13499 ,     1389 ,       27 ,     1389 ,       27 ,          ,          ,  10.64 ,   0.08 , E     ,      ,       ,           ,             ,  -4.8 ,   0.6 ,     1.77 ,     0.04 ,     0.11 ,     0.06 ,   95.0 ,   57.0 ,     1.78 ,  10.54 ,        ,   0.48 ,   0.90 ,        ,        , -21.34 ,          ,  6.875 , 0.067 ,        ,        , 11.129 ,  9.709 ,  13.61 , 0.083 , 0.083 ,
  UGC03714                    , G       ,   71.75053 ,    7.20909 ,     3059 ,        4 ,     3054 ,       10 ,     3061 ,        6 ,  12.60 ,   0.33 , E?    ,      ,       ,           ,             ,  -0.5 ,   5.6 ,     1.27 ,     0.06 ,     0.05 ,     0.05 ,   36.7 ,   30.8 ,     1.29 ,  12.31 ,  11.28 ,        ,        ,  16.29 ,   3.98 , -21.08 ,          ,  9.487 , 0.061 ,  11.38 ,   0.05 ,        ,        ,  11.61 ,       ,       ,
  NGC2550                     , G       ,   74.01231 ,    8.40934 ,     2269 ,        4 ,     2272 ,        3 ,     2262 ,        6 ,  13.05 ,   0.32 , Sb    ,      ,       ,           ,             ,   3.1 ,   0.5 ,     0.98 ,     0.10 ,     0.42 ,     0.06 ,  104.7 ,   73.1 ,     0.97 ,  12.34 ,  12.16 ,        ,        ,  15.61 ,   3.27 , -20.05 ,          , 10.426 , 0.063 ,  12.21 ,   0.10 ,        ,        ,  12.65 ,       ,       ,
  NGC3392                     , G       ,   65.78156 ,   10.85083 ,     3232 ,        2 ,     3232 ,        2 ,          ,          ,  14.59 ,   0.36 , E     ,      , R     ,           ,             ,  -4.2 ,   1.4 ,     0.95 ,     0.15 ,     0.13 ,     0.06 ,  117.5 ,   58.3 ,     0.96 ,  14.48 ,  13.00 ,        ,        ,        ,        , -19.03 , S1       , 10.773 , 0.053 ,  13.02 ,   0.06 , 15.956 ,        ,        , 0.167 ,       ,
  NGC5949                     , G       ,   64.76315 ,   15.46685 ,      429 ,       10 ,      571 ,       50 ,      427 ,        4 ,  12.75 ,   0.32 , Sbc   ,      , R     ,           ,             ,   4.0 ,   0.3 ,     1.27 ,     0.03 ,     0.38 ,     0.03 ,  148.1 ,   69.1 ,     1.26 ,  12.04 ,  11.03 ,        ,        ,  15.72 ,   3.68 , -18.54 ,          ,  9.422 , 0.028 ,  11.07 ,   0.06 ,        ,        ,  12.58 ,       ,       ,
  NGC6015                     , G       ,   62.31004 ,   15.85702 ,      832 ,        3 ,      822 ,        8 ,      833 ,        3 ,  11.61 ,   0.12 , Sc    ,      ,       , M         ,             ,   5.9 ,   0.4 ,     1.76 ,     0.02 ,     0.35 ,     0.04 ,   28.0 ,   65.7 ,     1.75 ,  10.93 ,  10.09 ,  -0.14 ,   0.49 ,  12.97 ,   2.04 , -20.21 ,          ,  8.546 , 0.132 ,  10.12 ,   0.06 , 11.525 ,  11.17 ,  11.55 , 0.122 , 0.101 ,
  NGC6434                     , G       ,   72.08894 ,   17.61356 ,     2487 ,        3 ,     2510 ,       29 ,     2486 ,        4 ,  13.09 ,   0.33 , Sbc   , B    ,       ,           ,             ,   4.0 ,   0.4 ,     1.32 ,     0.04 ,     0.39 ,     0.04 ,   94.5 ,   69.4 ,     1.32 ,  12.33 ,  11.69 ,        ,        ,  14.90 ,   2.57 , -20.73 , H2       , 10.001 ,  0.06 ,  11.75 ,   0.06 ,        ,   13.2 ,  12.38 ,       ,   0.1 ,
  UGC04024                    , G       ,   62.20740 ,    7.80924 ,     1717 ,        2 ,     1717 ,        4 ,     1716 ,        5 ,  14.73 ,   0.32 , SBc   , B    ,       ,           ,             ,   5.8 ,   0.5 ,     1.08 ,     0.04 ,     0.40 ,     0.03 ,  115.3 ,   68.9 ,     1.09 ,  13.77 ,  13.10 ,        ,        ,  15.82 ,   2.05 , -18.67 ,          , 11.706 , 0.178 ,  13.21 ,   0.06 ,        ,        ,        ,       ,       ,
  UGC06390                    , G       ,   64.06666 ,   11.37826 ,     1010 ,        2 ,     1009 ,        2 ,     1011 ,        3 ,  14.79 ,   0.40 , SBc   , B    ,       ,           ,             ,   6.4 ,   0.9 ,     1.22 ,     0.05 ,     0.83 ,     0.04 ,  129.6 ,   90.0 ,     1.19 ,  13.32 ,  14.07 ,        ,        ,  14.12 ,   0.80 , -18.81 ,          , 13.001 , 0.267 ,  14.09 ,   0.26 , 16.047 ,        ,        , 0.009 ,       ,
  UGC07153                    , G       ,   62.26851 ,   12.16303 ,     2610 ,        1 ,     2610 ,        2 ,     2609 ,        4 ,  15.18 ,   0.40 , Sc    ,      ,       , M         ,             ,   5.9 ,   0.6 ,     1.31 ,     0.03 ,     0.81 ,     0.02 ,  165.8 ,   90.0 ,     1.29 ,  13.72 ,  14.22 ,        ,        ,  14.56 ,   0.85 , -19.61 ,          , 12.959 , 0.421 ,  14.26 ,   0.45 ,  16.72 ,        ,        , 0.169 ,       ,
  NGC6278                     , G       ,   23.01104 ,   17.01398 ,     2795 ,       24 ,     2851 ,       15 ,     2776 ,        9 ,  13.75 ,   0.25 , S0    , B    , R     ,           ,             ,  -1.8 ,   0.7 ,     1.24 ,     0.04 ,     0.30 ,     0.03 ,  127.8 ,   78.8 ,     1.25 ,  13.43 ,        ,        ,        ,  17.10 ,   3.67 , -19.81 ,          ,  9.037 , 0.056 ,        ,        ,        ,        ,        ,       ,       ,
  IC1265                      , G       ,   42.08820 ,   17.61096 ,     2167 ,        3 ,     2169 ,        6 ,     2165 ,        5 ,  14.04 ,   0.68 , Sab   ,      ,       ,           ,             ,   2.0 ,   0.3 ,     1.27 ,     0.07 ,     0.36 ,     0.05 ,   78.5 ,   70.0 ,     1.27 ,  13.46 ,        ,        ,        ,  15.81 ,   2.35 , -19.46 ,          , 11.026 , 0.066 ,        ,        ,        ,        ,        ,       ,       ,
  PGC056228                   , G       ,   64.12584 ,   15.85780 ,      924 ,        2 ,      923 ,        3 ,      929 ,        8 ,  15.40 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.4 ,   1.5 ,     0.99 ,     0.05 ,     0.35 ,     0.03 ,  165.0 ,   79.8 ,     0.98 ,  14.68 ,  16.55 ,        ,        ,  15.43 ,   0.75 , -16.64 ,          ,        ,       ,  16.58 ,   0.20 , 16.085 ,        ,        , 0.023 ,       ,
  PGC057611                   , G       ,   61.78194 ,   16.25078 ,     2942 ,       45 ,     2942 ,       45 ,          ,          ,  14.96 ,   0.41 , S?    ,      ,       ,           ,             ,   2.0 ,   5.0 ,     0.52 ,     0.41 ,     0.08 ,     0.08 ,  120.0 ,   34.8 ,     0.52 ,  14.74 ,        ,        ,        ,        ,        , -18.64 ,          , 11.454 , 0.039 ,        ,        ,        ,        ,        ,       ,       ,
  UGC03691                    , G       ,   15.17832 ,    7.13368 ,     2202 ,        3 ,     2182 ,       15 ,     2203 ,        3 ,  13.29 ,   0.33 , Sc    ,      , R     ,           ,             ,   6.1 ,   1.0 ,     1.30 ,     0.06 ,     0.30 ,     0.05 ,   59.0 ,   61.8 ,     1.33 ,  12.36 ,  11.58 ,        ,        ,  14.48 ,   2.13 , -20.00 ,          ,   10.5 , 0.292 ,  11.76 ,   0.08 ,        ,        ,  12.59 ,       ,       ,
  NGC2339                     , G       ,   18.78016 ,    7.13904 ,     2255 ,        5 ,     2328 ,       40 ,     2254 ,        3 ,  12.47 ,   0.09 , Sbc   , B    , R     ,           ,             ,   4.0 ,   0.1 ,     1.38 ,     0.03 ,     0.20 ,     0.03 ,  179.7 ,   52.6 ,     1.41 ,  11.77 ,  10.44 ,  -0.00 ,   0.58 ,  14.17 ,   2.40 , -20.67 ,          ,  8.523 , 0.033 ,  10.60 ,   0.05 , 12.571 , 11.755 ,   9.98 , 0.089 , 0.067 ,
  NGC2344                     , G       ,   47.16688 ,    7.20796 ,      970 ,        5 ,      914 ,       38 ,      970 ,        4 ,  12.89 ,   0.09 , SABb  , B    ,       ,           ,             ,   4.3 ,   1.1 ,     1.31 ,     0.04 ,     0.04 ,     0.02 ,        ,   26.0 ,     1.35 ,  12.36 ,        ,   0.08 ,   0.69 ,  14.38 ,   2.02 , -18.67 ,          ,  9.282 , 0.041 ,        ,        , 13.066 , 12.076 ,  13.56 , 0.092 , 0.092 ,
  NGC2365                     , G       ,   22.08330 ,    7.37293 ,     2276 ,        9 ,     2247 ,       42 ,     2278 ,       10 ,  13.67 ,   0.34 , Sa    , B    ,       ,           ,             ,   1.0 ,   0.5 ,     1.44 ,     0.03 ,     0.27 ,     0.02 ,  170.3 ,   63.5 ,     1.45 ,  13.15 ,  10.73 ,        ,        ,  15.79 ,   2.64 , -19.83 ,          ,  9.038 , 0.043 ,  10.84 ,   0.09 ,        ,  12.19 ,        ,       ,   0.1 ,
  PGC020914                   , G       ,   57.28135 ,    7.39868 ,     1257 ,       17 ,     1257 ,       17 ,          ,          ,  14.94 ,   0.41 , Sc    ,      ,       ,           ,             ,   5.3 ,   2.6 ,     0.93 ,     0.05 ,     0.09 ,     0.03 ,  111.0 ,   37.1 ,     0.95 ,  14.53 ,        ,        ,        ,        ,        , -17.05 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC021511                   , G       ,   -2.62164 ,    7.66182 ,     1668 ,        5 ,     1673 ,       19 ,     1668 ,        8 ,  15.45 ,   0.41 ,       , B    ,       ,           , D           ,       ,       ,     0.88 ,     0.06 ,     0.02 ,     0.03 ,        ,   16.6 ,          ,  14.97 ,  13.73 ,        ,        ,  15.65 ,   0.68 , -16.78 ,          ,        ,       ,  13.93 ,   0.08 ,        ,        ,        ,       ,       ,
  IC2209                      , G       ,   60.30414 ,    7.93728 ,     1426 ,        7 ,     1383 ,       31 ,     1427 ,        6 ,  14.37 ,   0.08 , SBb   , B    ,       ,           ,             ,   3.0 ,   0.5 ,     0.92 ,     0.05 ,     0.05 ,     0.03 ,  144.8 ,   27.9 ,     0.95 ,  13.99 ,        ,  -0.10 ,   0.48 ,  13.67 ,  -0.32 , -17.88 ,          , 11.739 , 0.114 ,        ,        ,  14.33 ,   13.8 ,        , 0.084 , 0.084 ,
  IC2389                      , G       ,   73.53933 ,    8.79936 ,     2381 ,        3 ,     2381 ,        9 ,     2381 ,        6 ,  13.96 ,   0.12 , SBb   , B    ,       , M         ,             ,   3.0 ,   0.3 ,     1.11 ,     0.04 ,     0.63 ,     0.03 ,  125.4 ,   90.0 ,     1.10 ,  13.02 ,  12.99 ,        ,   0.49 ,  14.00 ,   0.98 , -19.23 ,          , 11.584 , 0.119 ,  13.03 ,   0.10 ,        , 13.318 ,  13.18 ,       , 0.122 ,
  PGC024949                   , G       ,   73.18883 ,    8.88765 ,     2316 ,        5 ,     2355 ,       60 ,     2316 ,        6 ,  15.17 ,   0.09 , S?    ,      ,       ,           ,             ,   3.0 ,   5.0 ,     0.78 ,     0.06 ,     0.11 ,     0.03 ,   48.5 ,   41.3 ,     0.80 ,  14.71 ,        ,  -0.10 ,   0.46 ,  16.16 ,   1.45 , -18.13 ,          , 11.838 , 0.055 ,        ,        ,  15.14 ,  14.61 ,        , 0.088 , 0.088 ,
  UGC04739                    , G       ,   69.48717 ,    9.06344 ,     2200 ,       79 ,     2200 ,       79 ,          ,          ,  15.11 ,   0.27 ,       ,      ,       ,           , C           ,       ,       ,     0.82 ,     0.07 ,     0.24 ,     0.03 ,   97.0 ,   55.9 ,          ,  14.92 ,        ,        ,        ,        ,        , -17.81 ,          , 12.472 , 0.127 ,        ,        ,  15.09 , 14.607 ,        ,  0.02 ,  0.02 ,
  PGC025982                   , G       ,   60.24493 ,    9.21788 ,     1133 ,        4 ,     1133 ,        4 ,          ,          ,  15.11 ,   0.50 , S0-a  ,      ,       , M         ,             ,   0.5 ,   3.5 ,     0.99 ,     0.06 ,     0.32 ,     0.03 ,  118.0 ,   69.4 ,     1.00 ,  14.69 ,  13.87 ,        ,        ,        ,        , -16.76 ,          , 11.986 , 0.137 ,  13.95 ,   0.08 ,  16.52 ,        ,        , 0.081 ,       ,
  UGC04841                    , G       ,   74.23247 ,    9.24664 ,     1127 ,        1 ,     1127 ,        1 ,     1126 ,        3 ,  13.07 ,   0.28 , Scd   , B    ,       ,           , D           ,   6.9 ,   0.4 ,     1.17 ,     0.04 ,     0.60 ,     0.03 ,  130.9 ,   78.7 ,     1.16 ,  11.87 ,  12.13 ,        ,        ,  14.05 ,   2.19 , -20.57 ,          , 12.321 , 0.195 ,  12.20 ,   0.08 ,        ,        ,        ,       ,       ,
  UGC04883                    , G       ,   74.31920 ,    9.30894 ,     2966 ,       27 ,     2966 ,       27 ,          ,          ,  12.74 ,   0.32 , Sab   ,      ,       ,           ,             ,   2.1 ,   2.1 ,     1.05 ,     0.04 ,     0.36 ,     0.03 ,   25.5 ,   69.5 ,     1.05 ,  12.14 ,        ,        ,        ,        ,        , -21.22 ,          ,  9.879 , 0.055 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04998                    , G       ,   68.38319 ,    9.41992 ,      631 ,        7 ,      623 ,       30 ,      632 ,        9 ,  15.08 ,   0.40 , I     ,      ,       ,           , D           ,   9.7 ,   0.6 ,     0.93 ,     0.05 ,     0.21 ,     0.03 ,   81.6 ,   59.9 ,     0.94 ,  14.44 ,        ,   0.14 ,   0.51 ,  17.81 ,   3.37 , -15.67 ,          , 12.244 , 1.131 ,        ,        , 15.001 , 14.156 ,        , 0.054 , 0.028 ,
  PGC026731                   , G       ,   73.90012 ,    9.42789 ,     3152 ,        4 ,     3181 ,       66 ,     3152 ,        6 ,  15.23 ,   0.41 , Sa    ,      ,       ,           ,             ,   1.0 ,   1.4 ,     0.96 ,     0.05 ,     0.44 ,     0.03 ,  119.0 ,   80.6 ,     0.95 ,  14.72 ,        ,        ,        ,  16.91 ,   2.19 , -18.75 ,          , 11.169 , 0.077 ,        ,        ,        ,        ,        ,       ,       ,
  NGC2977                     , G       ,   74.85958 ,    9.72964 ,     3049 ,        5 ,     3072 ,       14 ,     3048 ,        4 ,  13.27 ,   0.14 , Sb    ,      ,       ,           ,             ,   3.0 ,   0.7 ,     1.32 ,     0.05 ,     0.29 ,     0.04 ,  145.0 ,   63.2 ,     1.32 ,  12.70 ,        ,        ,        ,  16.13 ,   3.44 , -20.71 ,          ,  9.798 , 0.046 ,        ,        ,        ,        ,  12.04 ,       ,       ,
  UGC05415                    , G       ,   72.20047 ,   10.08770 ,     1639 ,       68 ,     1751 ,       10 ,     1557 ,        9 ,  14.45 ,   0.32 , Sa    ,      ,       ,           ,             ,   1.0 ,   2.0 ,     1.00 ,     0.11 ,     0.69 ,     0.05 ,   96.0 ,   90.0 ,     0.99 ,  13.74 ,        ,        ,        ,  17.46 ,   3.72 , -18.47 ,          , 10.785 , 0.102 ,        ,        ,        ,        ,        ,       ,       ,
  UGC05692                    , G       ,   70.62139 ,   10.50967 ,       56 ,        3 ,       56 ,        3 ,          ,          ,  13.51 ,   0.27 , Sm    ,      ,       ,           , D           ,   8.8 ,   0.5 ,     1.52 ,     0.05 ,     0.20 ,     0.05 ,  173.8 ,   58.0 ,     1.53 ,  12.97 ,        ,  -0.01 ,   0.77 ,        ,        , -15.03 ,          , 10.653 , 0.567 ,        ,        , 13.579 ,  12.66 ,        , 0.268 , 0.077 ,
  NGC3364                     , G       ,   72.42506 ,   10.80828 ,     2729 ,        3 ,     2713 ,       50 ,     2729 ,        4 ,  13.47 ,   0.08 , SABc  , B    ,       ,           ,             ,   5.0 ,   0.7 ,     1.14 ,     0.04 ,     0.06 ,     0.03 ,   67.5 ,   29.4 ,     1.18 ,  12.94 ,        ,        ,        ,  15.66 ,   2.71 , -20.25 ,          , 10.189 ,   0.1 ,        ,        ,        ,        ,  13.02 ,       ,       ,
  UGC05955                    , G       ,   71.77303 ,   10.86783 ,     1249 ,       34 ,     1249 ,       34 ,          ,          ,  14.42 ,   0.24 , E     ,      ,       ,           ,             ,  -4.9 ,   0.4 ,     1.06 ,     0.09 ,     0.00 ,     0.06 ,        ,    0.0 ,     1.12 ,  14.04 ,        ,        ,        ,        ,        , -17.66 ,          , 10.628 , 0.065 ,        ,        ,        ,        ,        ,       ,       ,
  NGC3796                     , G       ,   60.29892 ,   11.67531 ,     1235 ,        6 ,     1266 ,       50 ,     1234 ,        7 ,  13.32 ,   0.32 , E-S0  ,      ,       ,           ,             ,  -3.0 ,   1.7 ,     1.16 ,     0.08 ,     0.22 ,     0.06 ,  126.3 ,   71.2 ,     1.16 ,  13.24 ,  11.80 ,        ,        ,        ,        , -18.46 ,          ,  9.986 , 0.074 ,  11.83 ,   0.08 ,        ,  12.86 ,        ,       ,   0.1 ,
